,省份,城市,行政区,具体位置,数据来源,网址
175,江苏省,连云港,赣榆区,青口镇御水湾小区,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
176,江苏省,连云港,赣榆区,城头镇刘门河村,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
177,江苏省,连云港,连云区,徐圩街道辛高圩社区,连云港发布,https://mp.weixin.qq.com/s/2J9_3bKsljNLeVmFqY4rxQ
178,广东省,深圳,南山区,西海明珠,深圳卫健委,https://mp.weixin.qq.com/s/2ri05eGgAq5QHorGkz07sw
179,广东省,深圳,宝安区,宝民社区灶下村,深圳卫健委,https://mp.weixin.qq.com/s/2ri05eGgAq5QHorGkz07sw
180,广东省,深圳,宝安区,华润万家（宝安店）,深圳卫健委,https://mp.weixin.qq.com/s/2ri05eGgAq5QHorGkz07sw
181,江西省,宜春,丰城市,河洲街道柳湖花园,宜春发布,https://mp.weixin.qq.com/s/3_ru000m-BsCB3uAjbohAg
182,江西省,宜春,丰城市,秀市镇秀市村,宜春发布,https://mp.weixin.qq.com/s/3_ru000m-BsCB3uAjbohAg
183,江西省,宜春,丰城市,淘沙镇埠下村,宜春发布,https://mp.weixin.qq.com/s/3_ru000m-BsCB3uAjbohAg
184,陕西省,西安,碑林区,东门人人乐超市,陕西发布,https://mp.weixin.qq.com/s/39apxV_xQLEu0MJ5ToE__g
185,陕西省,西安,未央区,西北商贸中心,陕西发布,https://mp.weixin.qq.com/s/39apxV_xQLEu0MJ5ToE__g
186,宁夏省,银川,西夏区,澳海澜庭小区8号楼车棚商店,银川晚报,https://mp.weixin.qq.com/s/3GBAMxcOz-brFl_7_soiXg
187,宁夏省,银川,西夏区,澳海澜庭加气站,银川晚报,https://mp.weixin.qq.com/s/3GBAMxcOz-brFl_7_soiXg
188,宁夏省,银川,西夏区,新百生活超市（澳海澜庭店）,银川晚报,https://mp.weixin.qq.com/s/3GBAMxcOz-brFl_7_soiXg
189,广东省,珠海,金湾区,红旗镇世纪名城一期,珠海发布,https://mp.weixin.qq.com/s/40KCQ1yZszq1b5OMNsRctg
190,广东省,珠海,金湾区,红旗镇中珠上郡四期,珠海发布,https://mp.weixin.qq.com/s/40KCQ1yZszq1b5OMNsRctg
191,广东省,珠海,金湾区,三灶镇龙光玖珑府,珠海发布,https://mp.weixin.qq.com/s/40KCQ1yZszq1b5OMNsRctg
192,广东省,汕头,澄海区,澄海区,汕头发布,https://mp.weixin.qq.com/s/4JrjMJc7lPDCFHXY3LFSeQ
193,广东省,梅州,五华县,香蜜闺秀内衣店,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
194,广东省,梅州,五华县,工人球场菜市场,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
195,广东省,梅州,五华县,腾天超市,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
196,广东省,梅州,五华县,岐岭镇朝阳村,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
197,广东省,梅州,五华县,华城镇林峰超市,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
198,广东省,梅州,梅江区,万达广场,健康梅州,https://mp.weixin.qq.com/s/4ofIalWCUGmYPNTPhiuiTg
199,上海市,上海,浦东区,地杰国际城E欧泊时光,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
200,上海市,上海,浦东区,绿林路51弄,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
201,上海市,上海,浦东区,绿地崴廉公寓,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
202,上海市,上海,闵行区,中华美路60弄,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
203,上海市,上海,闵行区,爱博一村,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
204,上海市,上海,闵行区,大润发（华漕店）,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
205,上海市,上海,嘉定区,光明D9空间,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
206,上海市,上海,嘉定区,发祥路89号,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
207,上海市,上海,嘉定区,永辉超市（嘉定宝龙广场店）,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
208,上海市,上海,松江区,新凯家园一期,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
209,上海市,上海,普陀区,西乡路91弄,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
210,上海市,上海,静安区,闻喜路935弄,上海发布,https://mp.weixin.qq.com/s/53yB1QgwVerWm6riIRUV6A
211,广东省,阳江,阳春市,阳春石望镇,阳春新闻,https://mp.weixin.qq.com/s/6j-iL-tu6pxdC8q8srFvdA
212,广东省,阳江,阳春市,春城街道,阳春新闻,https://mp.weixin.qq.com/s/6j-iL-tu6pxdC8q8srFvdA
213,宁夏省,吴忠,同心县,韦州镇庆华村,银川晚报,https://mp.weixin.qq.com/s/6QQRQ2p1q9OSHHa85dJvpA
214,广东省,东莞,大朗镇,怡朗路,东莞市卫生健康局,https://mp.weixin.qq.com/s/704BrIOuTkxkpuXdek9sXw
215,广东省,东莞,茶山镇,超朗村,东莞市卫生健康局,https://mp.weixin.qq.com/s/704BrIOuTkxkpuXdek9sXw
216,广东省,深圳,南山区,花园城一期,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
217,广东省,深圳,福田区,玮鹏花园,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
218,广东省,深圳,龙岗区,上木古社区岭根吓,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
219,广东省,深圳,龙岗区,正大时代华庭,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
220,广东省,深圳,龙岗区,新亚洲花园,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
221,广东省,深圳,宝安区,东方社区上头田新村,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
222,广东省,深圳,坪山区,汤坑社区东方丽园,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
223,广东省,深圳,盐田区,东海丽景花园,深圳卫健委,https://mp.weixin.qq.com/s/7aB-WIhbkljfsaO6in6cIw
224,上海市,上海,徐汇区,枫林路街道东安二村,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
225,上海市,上海,徐汇区,安吉斯铭汽车销售服务有限公司,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
226,上海市,上海,浦东区,惠南镇锦江之星宾馆,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
227,上海市,上海,浦东区,阳光花城,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
228,上海市,上海,浦东区,北蔡芳草路欧麦克KTV,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
229,上海市,上海,浦东区,民乐城兰丽苑,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
230,上海市,上海,浦东区,新高苑,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
231,上海市,上海,宝山区,海尚菊苑,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
232,上海市,上海,宝山区,采菊苑,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
233,上海市,上海,嘉定区,江桥镇金园一路1118弄,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
234,上海市,上海,嘉定区,首创旭辉城,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
235,上海市,上海,松江区,新桥镇华兴小区,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
236,上海市,上海,松江区,沃天百联生活超市(新桥店),上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
237,上海市,上海,杨浦区,定海路街道宁武路218弄,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
238,上海市,上海,普陀区,连亮路111弄,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
239,上海市,上海,长宁区,虹桥街道虹桥路1024弄,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
240,上海市,上海,奉贤区,南行贤苑,上海发布,https://mp.weixin.qq.com/s/7Odzuq-I-eqrHPwU9vEujQ
241,广东省,东莞,南城街道,胜和花园公寓,东莞市卫生健康局,https://mp.weixin.qq.com/s/8g-ggBSz1IbIZJZOFVxn0A
242,广东省,东莞,大朗镇,黎贝岭豪锦公寓,东莞市卫生健康局,https://mp.weixin.qq.com/s/8g-ggBSz1IbIZJZOFVxn0A
243,广东省,东莞,大朗镇,水平村荔华西路,东莞市卫生健康局,https://mp.weixin.qq.com/s/8g-ggBSz1IbIZJZOFVxn0A
244,广东省,东莞,常平镇,万科城,东莞市卫生健康局,https://mp.weixin.qq.com/s/8g-ggBSz1IbIZJZOFVxn0A
245,广东省,东莞,高埗镇,颐龙湾,东莞市卫生健康局,https://mp.weixin.qq.com/s/8g-ggBSz1IbIZJZOFVxn0A
246,广东省,茂名,电白区,那霍镇三渡村合和村,茂名发布,https://mp.weixin.qq.com/s/92XTQRGQ4PLLM0yz9dgZHA
247,山东省,潍坊,高密市,密水街道莳戈庄,齐鲁晚报,https://mp.weixin.qq.com/s/99IBrH7yBT2bi_k6CXWk1A
248,山东省,潍坊,高密市,拒城河村,齐鲁晚报,https://mp.weixin.qq.com/s/99IBrH7yBT2bi_k6CXWk1A
249,山东省,滨州,邹平市,黄山街道东景新村,齐鲁晚报,https://mp.weixin.qq.com/s/99IBrH7yBT2bi_k6CXWk1A
250,山东省,滨州,邹平市,西董街道办事处,齐鲁晚报,https://mp.weixin.qq.com/s/99IBrH7yBT2bi_k6CXWk1A
251,山东省,滨州,邹平市,黛溪街道办事处,齐鲁晚报,https://mp.weixin.qq.com/s/99IBrH7yBT2bi_k6CXWk1A
252,山东省,滨州,邹平市,韩店镇,齐鲁晚报,https://mp.weixin.qq.com/s/99IBrH7yBT2bi_k6CXWk1A
253,山东省,滨州,滨城区,市西街道办事处,齐鲁晚报,https://mp.weixin.qq.com/s/99IBrH7yBT2bi_k6CXWk1A
254,山东省,滨州,阳信县,水落坡镇,齐鲁晚报,https://mp.weixin.qq.com/s/99IBrH7yBT2bi_k6CXWk1A
255,山东省,滨州,惠民县,姜楼镇,齐鲁晚报,https://mp.weixin.qq.com/s/99IBrH7yBT2bi_k6CXWk1A
256,广东省,中山,沙溪镇,世纪新城,中山发布,https://mp.weixin.qq.com/s/A1M0SLD-CJUegw0GAIlvEQ
257,广东省,东莞,寮步镇,万科城市高尔夫花园,东莞市卫生健康局,https://mp.weixin.qq.com/s/A4_l39IRa-METFqXyLUaKw
258,广东省,汕头,潮南区,成田镇简朴村,汕头政务发布,https://mp.weixin.qq.com/s/AL2WfgREI1kR0MaUaP3yVA
259,广东省,汕头,潮南区,成田镇深沟村,汕头政务发布,https://mp.weixin.qq.com/s/AL2WfgREI1kR0MaUaP3yVA
260,广东省,汕头,潮阳区,关埠镇下底村,汕头政务发布,https://mp.weixin.qq.com/s/AL2WfgREI1kR0MaUaP3yVA
261,广东省,汕头,潮阳区,揭阳炮台,汕头政务发布,https://mp.weixin.qq.com/s/AL2WfgREI1kR0MaUaP3yVA
262,广东省,珠海,香洲区,香湾街道碧涛路33号,珠海发布,https://mp.weixin.qq.com/s/ANsFtyEh-ThyG6bYF23Mdw
263,广东省,惠州,惠城区,水口街道世纪东方城,惠州发布,https://mp.weixin.qq.com/s/AtGvqHMpPj--woNeOVHqJg
264,广东省,佛山,南海区,狮山镇罗村长信银湾小区,南方都市报,https://mp.weixin.qq.com/s/aupP3RkGcLcJ3kcRTWIQSw
265,广东省,佛山,南海区,里水镇沙涌环村西路,南方都市报,https://mp.weixin.qq.com/s/aupP3RkGcLcJ3kcRTWIQSw
266,广东省,佛山,三水区,乐平镇源潭张岗头村新六巷,南方都市报,https://mp.weixin.qq.com/s/aupP3RkGcLcJ3kcRTWIQSw
267,广东省,佛山,三水区,云东海街道绿湖爱伦堡二区,南方都市报,https://mp.weixin.qq.com/s/aupP3RkGcLcJ3kcRTWIQSw
268,陕西省,宝鸡,扶风县,绛帐镇牛仓村,宝鸡发布,https://mp.weixin.qq.com/s/AuuQN67_9XRnT3v-YQ-6Kg
269,陕西省,宝鸡,金台区,群众路同心小区,宝鸡发布,https://mp.weixin.qq.com/s/AuuQN67_9XRnT3v-YQ-6Kg
270,陕西省,宝鸡,渭滨区,宝钛新区门口百汇超市,宝鸡发布,https://mp.weixin.qq.com/s/AuuQN67_9XRnT3v-YQ-6Kg
271,陕西省,咸阳,杨凌示范区,松园小区,宝鸡发布,https://mp.weixin.qq.com/s/AuuQN67_9XRnT3v-YQ-6Kg
272,广东省,东莞,沙田镇,启盈集团工地员工宿舍,东莞市卫生健康局,https://mp.weixin.qq.com/s/BbpXFJ_S_I2aHe8_BCqA3w
273,山西省,长治,长子县,慈林镇南沟村,山西日报,https://mp.weixin.qq.com/s/BEf8kNgXeQhxvmMjylOmgQ
274,山西省,长治,潞州区,长治学院北校区9号楼,山西日报,https://mp.weixin.qq.com/s/BEf8kNgXeQhxvmMjylOmgQ
275,广东省,深圳,南山区,鼎太风华二期,深圳大件事,https://mp.weixin.qq.com/s/bFw2DNyZr50uzgb7lYg2iw
276,广东省,深圳,福田区,鑫竹苑,深圳大件事,https://mp.weixin.qq.com/s/bFw2DNyZr50uzgb7lYg2iw
277,广东省,深圳,龙岗区,佳兆业·中央广场一期,深圳大件事,https://mp.weixin.qq.com/s/bFw2DNyZr50uzgb7lYg2iw
278,广东省,深圳,宝安区,万科·金色领域一期（宝安大道）,深圳大件事,https://mp.weixin.qq.com/s/bFw2DNyZr50uzgb7lYg2iw
279,山东省,临沂,莒南县,板泉镇,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
280,山东省,临沂,莒南县,坪上镇,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
281,山东省,临沂,兰山区,兰山街道,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
282,山东省,临沂,兰山区,柳青街道,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
283,山东省,临沂,兰山区,银雀山街道,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
284,山东省,临沂,临沭县,临沭街道,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
285,山东省,临沂,郯城县,泉源乡,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
286,山东省,临沂,郯城县,马头镇,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
287,山东省,临沂,郯城县,郯城街道,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
288,山东省,临沂,沂水县,许家湖镇,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
289,山东省,临沂,沂水县,道托镇,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
290,山东省,临沂,沂南县,铜井镇,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
291,山东省,临沂,费县,探沂镇,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
292,山东省,临沂,兰陵县,卞庄街道,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
293,山东省,临沂,平邑县,柏林镇,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
294,山东省,临沂,河东区,九曲街道,齐鲁晚报,https://mp.weixin.qq.com/s/BowMr0k90t8psMKEWMmshQ
295,广东省,江门,鹤山市,桃源镇325国道旁的草莓园,江门日报,https://mp.weixin.qq.com/s/BQk8wSVC6V4SLRp5A0BSDQ
296,江西省,南昌,安义县,黄洲镇塘下村介牌村小组,江西日报,https://mp.weixin.qq.com/s/brhYtrHRMv5rb_SYHoX3fA
297,江西省,抚州,南丰县,琴城镇建设路31号,江西日报,https://mp.weixin.qq.com/s/brhYtrHRMv5rb_SYHoX3fA
298,山东省,济南,历下区,利农庄23号,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
299,山东省,济南,历下区,姚家街道窑头小区,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
300,山东省,济南,历下区,趵突泉小区一区,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
301,山东省,济南,市中区,中海国际社区,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
302,山东省,济南,市中区,十六里河办事处万寿路13号,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
303,山东省,济南,市中区,七贤街道中海国际社区,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
304,山东省,济南,天桥区,泺口街道河畔景苑,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
305,山东省,济南,天桥区,畔景苑小区外便民市场,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
306,山东省,济南,平阴县,榆山街道龙山小区,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
307,山东省,济南,历城区,全福街道办事处锦绣澜湾小区,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
308,山东省,济南,长清区,崮云湖乐天小区,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
309,山东省,济南,章丘区,刁镇街道办季周村,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
310,重庆省,重庆,渝北区,欧瑞锦江酒店,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
311,重庆省,重庆,渝北区,龙湖小区社区门诊,齐鲁晚报,https://mp.weixin.qq.com/s/BTBVokDLUFUBisFVrreTIg
312,广东省,韶关,乐昌市,白石镇新田村委会带头组,韶关发布,https://mp.weixin.qq.com/s/byOBjYcuIE-ozN5-5j2NjQ
313,广东省,韶关,乐昌市,乐城街道长迳村何家组,韶关发布,https://mp.weixin.qq.com/s/byOBjYcuIE-ozN5-5j2NjQ
314,广东省,佛山,顺德区,陈村镇花地湾,佛山发布,https://mp.weixin.qq.com/s/BzRmrot5EL4FRlANN3jPog
315,山东省,日照,东港区,秦楼街道,齐鲁晚报,https://mp.weixin.qq.com/s/CCv9mOu-azDpGCngDnutWw
316,山东省,日照,东港区,卧龙山街道山海天旅游度假区,齐鲁晚报,https://mp.weixin.qq.com/s/CCv9mOu-azDpGCngDnutWw
317,山东省,日照,岚山区,巨峰镇,齐鲁晚报,https://mp.weixin.qq.com/s/CCv9mOu-azDpGCngDnutWw
318,广东省,东莞,沙田镇,穗丰年昌达公寓,东莞市卫生健康局,https://mp.weixin.qq.com/s/D_O9alCJ9kQNF9HzQovfpw
319,陕西省,榆林,定边县,红柳沟,银川晚报,https://mp.weixin.qq.com/s/d0ChVGAE859JSuSQ4-yuwg
320,陕西省,榆林,定边县,定边新区二道街荞面饸烙面馆,银川晚报,https://mp.weixin.qq.com/s/d0ChVGAE859JSuSQ4-yuwg
321,宁夏省,银川,兴庆区,银川商城,银川晚报,https://mp.weixin.qq.com/s/d0ChVGAE859JSuSQ4-yuwg
322,宁夏省,银川,兴庆区,宝湖路颐园小区北门对面美佳味麻辣烫,银川晚报,https://mp.weixin.qq.com/s/d0ChVGAE859JSuSQ4-yuwg
323,宁夏省,吴忠,青铜峡市,邵岗镇甘城子卫生院,银川晚报,https://mp.weixin.qq.com/s/d0ChVGAE859JSuSQ4-yuwg
324,宁夏省,吴忠,青铜峡市,甘城子十字路口东南的达美堂医药林园堂药房,银川晚报,https://mp.weixin.qq.com/s/d0ChVGAE859JSuSQ4-yuwg
325,宁夏省,吴忠,青铜峡市,邵岗镇大沟村卫生室,银川晚报,https://mp.weixin.qq.com/s/d0ChVGAE859JSuSQ4-yuwg
326,宁夏省,吴忠,青铜峡市,甘城子大沟村1队,银川晚报,https://mp.weixin.qq.com/s/d0ChVGAE859JSuSQ4-yuwg
327,广东省,东莞,石龙镇,聚龙里,东莞市卫生健康局,https://mp.weixin.qq.com/s/d9aurz1S2epuqAQy3ZL_hw
328,江西省,萍乡,湘东区,腊市镇明塘村胡家屋场,萍乡发布,https://mp.weixin.qq.com/s/DclHoJStly7-_Uz_uk2LmA
329,广东省,东莞,南城街道,国际公馆,东莞时报,https://mp.weixin.qq.com/s/DGeAhP_Mks4hJputXQK4_w
330,广东省,东莞,南城街道,金域中央,东莞时报,https://mp.weixin.qq.com/s/DGeAhP_Mks4hJputXQK4_w
331,陕西省,西安,雁塔区,朱雀大街19号南方星座D座2层,西安在线,https://mp.weixin.qq.com/s/DNtuRvc9NM88eBEX61IpAQ
332,陕西省,西安,莲湖区,枣园西路附近1978老成都市井串串香,西安在线,https://mp.weixin.qq.com/s/DNtuRvc9NM88eBEX61IpAQ
333,陕西省,西安,高新区,安吉巷36号天仁居涮肉坊,西安在线,https://mp.weixin.qq.com/s/DNtuRvc9NM88eBEX61IpAQ
334,广东省,茂名,信宜市,平塘镇黄龙大堡村,茂名发布,https://mp.weixin.qq.com/s/DWFNXijNXN0pQLZr2icG5A
335,广东省,茂名,滨海新区,电城镇南门头村下村,茂名发布,https://mp.weixin.qq.com/s/DWFNXijNXN0pQLZr2icG5A
336,广东省,茂名,滨海新区,滨海新区电城镇湿水村黄姜（羌）路口,茂名发布,https://mp.weixin.qq.com/s/DWFNXijNXN0pQLZr2icG5A
337,内蒙古省,乌海,海勃湾区,万联生鲜超市,乌海新闻,https://mp.weixin.qq.com/s/eECI1S8obg-Vx11xTjggoA
338,陕西省,西安,莲湖区,西安铁路职业技术学院家属院,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
339,陕西省,西安,莲湖区,青年路葫芦头饭店,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
340,陕西省,西安,莲湖区,莲湖公园站,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
341,陕西省,西安,新城区,后寨门水盆羊肉店,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
342,陕西省,西安,新城区,皇城东路大众理发店,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
343,陕西省,渭南,临渭区,万达广场对面公交公司,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
344,陕西省,渭南,临渭区,桃花源,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
345,陕西省,渭南,临渭区,青青家园三期11栋902室,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
346,陕西省,渭南,临渭区,南塘口立军裤带面馆,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
347,陕西省,渭南,临渭区,中心广场年货市场,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
348,陕西省,渭南,临渭区,胜利大街粮油市场,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
349,陕西省,渭南,临渭区,轻工小区家属院,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
350,陕西省,渭南,临渭区,大实惠超市,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
351,陕西省,渭南,华州区,赤水镇政府,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
352,陕西省,渭南,华州区,赤水信用社,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
353,陕西省,渭南,华州区,赤水镇农业银行,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
354,陕西省,渭南,华州区,辛庄镇信用社,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
355,陕西省,渭南,华州区,赤水镇魏山庄4组,西安日报,https://mp.weixin.qq.com/s/EiKDu4VTdr4k8o2Uq5Fvcw
356,内蒙古省,包头,土右旗,萨拉齐镇聚星驾校（对面平房）,包头发布,https://mp.weixin.qq.com/s/en5XMsElXu6JIs0UHd_lmA
357,内蒙古省,包头,土右旗,忠忠薄利超市,包头发布,https://mp.weixin.qq.com/s/en5XMsElXu6JIs0UHd_lmA
358,内蒙古省,包头,土右旗,萨拉齐镇东瓯小商品城,包头发布,https://mp.weixin.qq.com/s/en5XMsElXu6JIs0UHd_lmA
359,内蒙古省,包头,土右旗,萨拉齐镇帝豪鞋城,包头发布,https://mp.weixin.qq.com/s/en5XMsElXu6JIs0UHd_lmA
360,内蒙古省,包头,土右旗,辛集皮革城,包头发布,https://mp.weixin.qq.com/s/en5XMsElXu6JIs0UHd_lmA
361,内蒙古省,包头,东河区,铝厂北区,包头发布,https://mp.weixin.qq.com/s/en5XMsElXu6JIs0UHd_lmA
362,陕西省,渭南,临渭区,华润万家（朝阳大街店）,渭南发布,https://mp.weixin.qq.com/s/F2RiiyzIE87ilYzlAZ0OOw
363,广东省,中山,黄圃镇,大岑工业区,中山发布,https://mp.weixin.qq.com/s/FEf_w5LyNb8-xXKA_T3e5g
364,广东省,江门,台山市,台城镇第一小学,江门发布,https://mp.weixin.qq.com/s/feTfJCSFxyoufeEAks228w
365,广东省,中山,火炬区开发区,宫花村,江门发布,https://mp.weixin.qq.com/s/feTfJCSFxyoufeEAks228w
366,广东省,中山,东升镇,中山御洋商务酒店,江门发布,https://mp.weixin.qq.com/s/feTfJCSFxyoufeEAks228w
367,山东省,淄博,淄川区,昆仑镇电瓷厂宿舍,齐鲁晚报,https://mp.weixin.qq.com/s/fTiCuXTR8iCNPE0zX3gOrw
368,山东省,淄博,淄川区,西河镇南黄崖村村口,齐鲁晚报,https://mp.weixin.qq.com/s/fTiCuXTR8iCNPE0zX3gOrw
369,山东省,淄博,淄川区,龙泉镇龙四村,齐鲁晚报,https://mp.weixin.qq.com/s/fTiCuXTR8iCNPE0zX3gOrw
370,山东省,淄博,博山区,城东街道恒泰怡景,齐鲁晚报,https://mp.weixin.qq.com/s/fTiCuXTR8iCNPE0zX3gOrw
371,山东省,淄博,张店区,马尚镇龙凤苑小区,齐鲁晚报,https://mp.weixin.qq.com/s/fTiCuXTR8iCNPE0zX3gOrw
372,山东省,淄博,桓台县,新城镇邢家村,齐鲁晚报,https://mp.weixin.qq.com/s/fTiCuXTR8iCNPE0zX3gOrw
